PO Number	UPC	Model	ASIN	Description	Sugested Retail	Discount	Cost	Qty Ordered	Qty Confirmed	Delivery beguin date	End Delivery date	Type	Max Delivery Date	Availability/Comment	Error del intento anterior de carga	Vendor Code	DC Delivery	Identificador de consolidación	Condition	PO Date	Freight Term	Payment Method	Special Instructions	Comments	Legal entity identifier	Currency code	External identifier type	Quantity of products per package	Added quantity	Seller Customer ID	Seller SKU List
16TWUSTR	889961326493	320588.5100.09.0800-8 M US-Multicolor	B07P6C4M1Z	Mizuno 320588.5100.09.0800 Zapatillas de Softball para Mujer, Color Marino/Blanco, 8	MXN 1,919.00	0%	MXN 1,919.00	3	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961324192	320580.9000.13.1000-10 M US-Multicolor	B07P8FFPYR	Mizuno 320580.9000.13.1000 Zapatillas de béisbol para Unisex Adulto, Color Negro/Blanco, 10	MXN 1,876.34	0%	MXN 1,876.34	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961326509	320588.5100.10.0850-8.5 M US-Multicolor	B07P8FG3N1	Mizuno 320588.5100.10.0850 Zapatillas de Softball para Mujer, Color Marino/Blanco, 8.5	MXN 1,919.00	0%	MXN 1,919.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961330254	312880.R973.09.1250	B07RNMH1WR	Mizuno MVP Prime SE Baseball First Base Mitt 12.5", Negro/Plata, Derecha	MXN 3,119.00	0%	MXN 3,119.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961345869	350713.9090.08.XXL	B07RNMHPB3	Mizuno 350713.9090.08.XXL Jersey de Béisbol con Botones Completos de Aerolite, Negro, XXL	MXN 899.00	0%	MXN 899.00	7	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961339806	350719.0091.06.L	B07RNMHPH7	Mizuno 350719.0091.06.L Jersey de Cuello Redondo de Softbol Juvenil, Blanco/Gris, L	MXN 409.00	0%	MXN 409.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961340192	350722.0000.06.L	B07RNMHPKS	Mizuno 350722.0000.06.L Camiseta sin Mangas de Softbol de 2 Botones Aerolite para Jóvenes, Blanco, L	MXN 629.00	0%	MXN 629.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961345432	350780.519I.08.XXL	B07RNMHPSD	Mizuno 350780.519I.08.XXL Chaqueta de Bateo de Manga Larga Comp, Marino, XXL	MXN 1,006.24	0%	MXN 1,006.24	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961337581	530025.9191.07.XL	B07RNMHPY7	Mizuno 530025.9191.07.XL Playera Alpha Manga Elastica para Hombre, Gris, Extra Grande	MXN 789.00	0%	MXN 789.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961345401	350780.519I.05.M	B07RNMHVXT	Mizuno 350780.519I.05.M Chaqueta de Bateo de Manga Larga Comp, Marino, M	MXN 982.94	0%	MXN 982.94	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961343544	350718.9200.04.S	B07RPP5YKS	Mizuno 350718.9200.04.S Jersey de Cuello Redondo de Softbol, Carbon/Blanco, S	MXN 450.00	0%	MXN 450.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961339943	350719.4100.05.M	B07RPP5YL5	Mizuno 350719.4100.05.M Jersey de Cuello Redondo de Softbol Juvenil, Blanco, M	MXN 409.00	0%	MXN 409.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961340505	350750.5291.04.S	B07RPP61MY	Mizuno Aerolite 2 Camiseta de Softbol con Botones, Hombre, Azul (Royal/Grey), S	MXN 679.00	0%	MXN 679.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961336690	530024.529I.07.XL	B07RPP61WS	Mizuno Velocity Sudadera Deportiva con Capucha, Hombre, Azul (Royal/Shade), XL	MXN 899.00	0%	MXN 899.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961329838	312857.R973.21.1400	B07RQMKZLB	Mizuno Guante MVP Prime SE Slowpitch Softball 14", Negro/Plata, Derecha	MXN 3,119.00	0%	MXN 3,119.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961343391	350718.9000.05.M	B07RQMM9KM	Mizuno 350718.9000.05.M Jersey de Cuello Redondo de Softbol, Negro/Blanco, M	MXN 450.00	0%	MXN 450.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961334023	530036.9090.08.XXL	B07RQMMNZX	Mizuno 530036.9090.08.XXL Sudadera Cremallera Media para Mujer, Negro, Extra Extra Grande	MXN 1,019.00	0%	MXN 1,019.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961340093	350719.9000.05.M	B07RQMMRFP	Mizuno 350719.9000.05.M Jersey de Cuello Redondo de Softbol Juvenil, Negro/Blanco, M	MXN 409.00	0%	MXN 409.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961344763	350751.9091.04.S	B07RQMMV1H	Mizuno 350751.9091.04.S Jersey de Béisbol Aerolite Crew, Negro-Gris, S	MXN 679.00	0%	MXN 679.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961333545	530015.5151.08.XXL	B07RQMMV6L	Mizuno, Short Alfa de Mujer (5151), 530015.5151.08.XXL	MXN 789.00	0%	MXN 789.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961335686	530061.5252.05.M	B07RQMMVKN	Mizuno 530061.5252.05.M Camiseta Juvenil	MXN 289.00	0%	MXN 289.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961337413	530025.5151.08.XXL	B07RQMN2KD	Mizuno 530025.5151.08.XXL Playera Alpha Manga Elastica para Hombre, Azul Marino, Extra Extra Grande	MXN 789.00	0%	MXN 789.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961333866	530036.5252.06.L	B07RQMN4VJ	Mizuno 530036.5252.06.L Sudadera Cremallera Media Alfa para Mujer, Azul Royal, Grande	MXN 1,019.00	0%	MXN 1,019.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961336300	530022.9I9I.05.M	B07RQMNMY2	Mizuno, Camiseta de Manga Larga para Jóvenes Velocity (9191), 530022.9I9I.05.M	MXN 789.00	0%	MXN 789.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961329357	312843.R973.16.1275	B07RRQTMX1	Mizuno Guante de Béisbol MVP Prime SE Outfield 12.75", Negro/Plata, Derecha	MXN 3,119.00	0%	MXN 3,119.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961339011	530051.5252.04.S	B07RRQYCV7	Mizuno 530051.5252.04.S Playera Manga Larga para Hombre, Azul Royal, Chico	MXN 789.00	0%	MXN 789.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961335310	530060.9292.07.XL	B07RSSM62J	Mizuno 530060.9292.07.XL Camiseta tee	MXN 339.00	0%	MXN 339.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961344862	350751.9191.08.XXL	B07RSSSQDD	Mizuno 350751.9191.08.XXL Jersey de Béisbol Aerolite Crew, Gris, XXL	MXN 679.00	0%	MXN 679.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961341144	350694.0000.08.XXL	B07RSSVKPB	Mizuno 350694.0000.08.XXL Pantalones de Béisbol Aero Vent, Blanco, XXL	MXN 1,239.00	0%	MXN 1,239.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961342332	350715.5291.08.XXL	B07RSSVKR9	Mizuno 350715.5291.08.XXL Jersey de Softbol de 2 Botones Aerolite, Gris, Real, XXL	MXN 789.00	0%	MXN 789.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961339844	350719.1000.04.S	B07RSSVNX9	Mizuno 350719.1000.04.S Jersey de Cuello Redondo de Softbol Juvenil, Rojo/Blanco, S	MXN 409.00	0%	MXN 409.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961333798	530036.5151.06.L	B07RSSVTPY	Mizuno 530036.5151.06.L Sudadera Cremallera Media Alfa para Mujer, Azul Marino, Grande	MXN 1,019.00	0%	MXN 1,019.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961348310	530040.5151.08.XXL	B07RSSW641	Mizuno 530040.5151.08.XXL Camiseta Manga Corta para Mujer, Azul Marino, Extra Extra Grande	MXN 679.00	0%	MXN 679.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961335006	530060.6060.04.S	B07RSSW68F	Mizuno 530060.6060.04.S Camiseta tee	MXN 324.41	0%	MXN 324.41	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961339592	350716.0000.06.L	B07RTYS5CQ	Mizuno 350716.0000.06.L Jersey de Softbol de 2 Botones Aerolite para Jóvenes, Blanco, L	MXN 660.77	0%	MXN 660.77	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961339745	350716.9191.06.L	B07RTYS5CY	Mizuno 350716.9191.06.L Jersey de Softbol de 2 Botones Aerolite para Jóvenes, Gris, L	MXN 679.00	0%	MXN 679.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961343667	350721.0000.09.XXXL	B07RTYW8MR	Mizuno 350721.0000.09.XXXL Jersey de Softball de 2 Botones Aerolite sin Mangas, Blanco, XXXL	MXN 660.77	0%	MXN 660.77	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961329302	312843.F952.16.1275	B07RTYXX96	Mizuno Guante de Béisbol MVP Prime SE Outfield 12.75", Negro, Izquierda	MXN 3,063.20	0%	MXN 3,063.20	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961342097	350715.0000.05.M	B07RTZ1B9C	Mizuno 350715.0000.05.M Jersey de Softbol de 2 Botones Aerolite, Blanco, M	MXN 726.52	0%	MXN 726.52	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961344671	350751.5191.07.XL	B07RTZ227D	Mizuno 350751.5191.07.XL Jersey de Béisbol Aerolite Crew, Marino-Gris, XL	MXN 679.00	0%	MXN 679.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961340178	350722.0000.04.S	B07RVW3D8B	Mizuno 350722.0000.04.S Camiseta sin Mangas de Softbol de 2 Botones Aerolite para Jóvenes, Blanco, S	MXN 629.00	0%	MXN 629.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961336577	530023.909I.05.M	B07RVWGGNB	Mizuno Velocity Sudadera Deportiva con Capucha, Hombre, Negro (Black/Shade), M	MXN 1,019.00	0%	MXN 1,019.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961348891	530032.9092.08.XXL	B07RVWGGPF	Mizuno 530032.9092.08.XXL Short Aerolite para Hombre, Negro/Carbon, Extra Extra Grande	MXN 789.00	0%	MXN 789.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961339387	530054.9090.06.L	B07RVX827D	Mizuno Alpha 1/2 Zip, Sudadera Hombre, Negro, L	MXN 1,019.00	0%	MXN 1,019.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961344534	350751.0000.05.M	B07RVYQSRC	Mizuno 350751.0000.05.M Jersey de Béisbol Aerolite Crew, Blanco, M	MXN 679.00	0%	MXN 679.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961346149	370266.0000.05.M	B07S3BHXWF	Mizuno Runbird No Show - Calcetines, Blanco, Mediano	MXN 164.85	17%	MXN 137.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	849817096437	MBGPTRSV-R-AL	B07S64KYTN	Marucci MBGPTRSV-R-AL Guante Pittards Batting Rojo, Large	MXN 1,133.19	0%	MXN 1,133.19	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	849817098363	MATPFM2-W-AXXXL	B07S85Q8XD	Marucci MATPFM2-W-AXXXL Camiseta de Rendimiento para Hombre, Blanco, Extra Extra Extra Grande	MXN 709.00	0%	MXN 709.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	OS - Cancelado: Agotado		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961323157	320584.5100.13.1000-10 M US-Multicolor	B07T8KHYZV	Mizuno 320584.5100.13.1000 Zapatillas de béisbol para Unisex Adulto, Color Marino/Blanco, 10	MXN 1,129.00	0%	MXN 1,129.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961323546	320584.9000.19.1300-13 M US-Multicolor	B07T8KHZ15	Mizuno 320584.9000.19.1300 Zapatillas de béisbol para Unisex Adulto, Color Negro/Blanco, 13	MXN 1,129.00	0%	MXN 1,129.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961322761	320565.5200.10.0850-8.5 M US-Multicolor	B07TCR6X6T	Mizuno 320565.5200.10.0850 Zapatillas de Deporte Exterior para Hombre, Color Real/Blanco, 8.5	MXN 1,919.00	0%	MXN 1,919.00	3	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961292187	320565.1000.05.0600-6 M US-Multicolor	B07TFYWXHV	Mizuno 320565.1000.05.0600 Zapatillas de Deporte Exterior para Hombre, Color Rojo/Blanco, 6	MXN 1,919.00	0%	MXN 1,919.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961323270	320584.5200.08.0750-7.5 M US-Blnc	B07TFZ5MWP	Mizuno 320584.5200.08.0750 Zapatillas de béisbol para Unisex Adulto, Color Blanco, 7.5	MXN 1,129.00	0%	MXN 1,129.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961322099	320585.9000.07.0700-7 M US-Multicolor	B07TFZ6C2Q	Mizuno 320585.9000.07.0700 Zapatillas de béisbol para Unisex Adulto, Color Negro/Blanco, 7	MXN 1,239.00	0%	MXN 1,239.00	7	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961322129	320585.9000.10.0850-8.5 M US-Multicolor	B07TGXGKV5	Mizuno 320585.9000.10.0850 Zapatillas de béisbol para Unisex Adulto, Color Negro/Blanco, 8.5	MXN 1,239.00	0%	MXN 1,239.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961323843	320581.5200.25.0450-4.5 M US-Blnc	B07THRQZKK	Mizuno 320581.5200.25.0450 Zapatillas de béisbol para Unisex Adulto, Color Blanco, 4.5	MXN 1,019.00	0%	MXN 1,019.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961268571	350738.5151.08.XXL	B07TM19LZS	Mizuno 350738.5151.08.XXL Polo de Rendimiento, Marino, XXL	MXN 1,349.00	0%	MXN 1,349.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	849817099322	MFGCP39S1-BK/TF-RH	B07W8H9J77	Marucci MFGCP39S1-BK/TF-RH	MXN 8,479.00	0%	MXN 8,479.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961322570	320573.9100.06.0650-6.5 M US-Multicolor	B07X8Z123W	Mizuno 320573.9100.06.0650 Zapatillas de Deporte Exterior para Mujer, Color Gris/Blanco, 6.5	MXN 1,919.00	0%	MXN 1,919.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	032784637257	SSP80A	B07XLVFDN9	Zebco SSP80A Carrete Pesca Spinning Stinger, 80Sz, SP Reel 30	MXN 752.70	23%	MXN 579.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961414886	320619.0000.09.0800	B0864N94QN	Mizuno 320619.0000.09.0800 Zapatillas para Softball Dominant 3 As para Mujer, White, 24.5	MXN 3,061.56	19%	MXN 2,469.00	7	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961383304	530037.5151.07.XL	B086Z6YY9W	Mizuno 530037.5151.07.Xl Pantalones Deportivos Mz1 Jogger Para Hombre, Navy, Xl	MXN 1,856.28	19%	MXN 1,497.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961384653	530095.SM41.06.L	B086Z7XRHY	Mizuno 530095.Sm41.06.L Camiseta Deportiva Sin Mangas Para Hombres, Copa Ice, L	MXN 1,082.52	19%	MXN 873.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961426780	350965.0091.06.L	B088X468WP	Mizuno 350965.0091.06.L Jersey de Cuello Redondo para Niña, Blanco/Gris, L	MXN 713.00	19%	MXN 575.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961427053	350965.6000.06.L	B088X4PW6V	Mizuno 350965.6000.06.L Jersey de Cuello Redondo para Niña, Morado/Blanco, L	MXN 713.00	19%	MXN 575.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961426346	350964.5200.03.XS	B088X5KY7C	Mizuno 350964.5200.03.XS Jersey de Cuello Redondo para Mujeres, Royal/Blanco, XS	MXN 772.52	19%	MXN 623.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961407055	350842.9191.08.XXL	B088X6BXXN	Mizuno 350842.9191.08.Xxl Pantalon Corto Compression Slider Para Mujer, Grey, XXl	MXN 1,082.52	19%	MXN 873.00	7	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
