PO Number	UPC	Model	ASIN	Description	Sugested Retail	Discount	Cost	Qty Ordered	Qty Confirmed	Delivery beguin date	End Delivery date	Type	Max Delivery Date	Availability/Comment	Error del intento anterior de carga	Vendor Code	DC Delivery	Identificador de consolidación	Condition	PO Date	Freight Term	Payment Method	Special Instructions	Comments	Legal entity identifier	Currency code	External identifier type	Quantity of products per package	Added quantity	Seller Customer ID	Seller SKU List
16TWUSTR	041969554852	350543.0000.06.L	B015OGG6N4	Mizuno 350543.0000.06 Pro Sliding Shorts, White, Large	MXN 1,128.45	19%	MXN 909.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	840041114881	2046120.063	B015P3DZEY	EvoShield 2046120.063 MLB Batters Speed Stripe Elbow Guard, Grey, Adult	MXN 981.90	39%	MXN 599.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	840041115536	2045160.463.S	B015P3ECGO	EvoShield 2045160.463.S MLB Speed Stripe Wrist Guard with Strap, Royal, Small	MXN 550.86	39%	MXN 335.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	715757495268	2PSN-09-55	B016NF5PYG	Orvis Accesorio de Pesca Tech Bonefish Bones, Color Gris, Extra Extra Grande	MXN 1,384.28	38%	MXN 859.95	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	715757495282	4A38-35-M	B016NF6770	Orvis Accesorio de Pesca Shirt Performance, Color Gris, Mediana	MXN 2,564.28	40%	MXN 1,542.63	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	840041120455	2046121.463	B016SB5FWW	EvoShield 2046121.463 MLB Batters Speed Stripe Elbow Guard, Royal, Youth	MXN 861.21	39%	MXN 525.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	041969543825	350510.5151.05.M	B016WFLDFM	Mizuno 350510.5151.05 Comp Stretch Training Pant, Navy, Medium	MXN 1,611.21	20%	MXN 1,289.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	041969553213	350560.9190.07.XL	B016WFWI6A	Mizuno 350560.9190.07 Pro Breath Thermo Training Top, Grey/Black, Extra Large	MXN 1,447.41	20%	MXN 1,159.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	041969683996	350570.9090.06.L	B016WFX29M	Mizuno 350570.9090.06 Comp 1/2 Zip Batting Jacket, Black, Large	MXN 1,447.41	20%	MXN 1,159.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	041969651186	480177.001M.06.L	B017IJ79MM	Mizuno Elite Retro Crew Sock, White/Shocking Pink, Large	MXN 447.41	20%	MXN 359.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	041969651223	480177.958D.04.S	B017IJ7DTG	Mizuno Elite Retro Crew Sock, Heathered Grey/Electric Green, Small	MXN 447.41	20%	MXN 359.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	840041114454	2045140.463.XL	B017KHOKQU	EvoShield 2045140.463.XL Protective Speed Stripe Batting Gloves, Royal/White, X-Large	MXN 1,369.83	39%	MXN 835.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	840041114423	2045140.463.S	B017KHOL7I	EvoShield 2045140.463.S Protective Speed Stripe Batting Gloves, Royal/White, Small	MXN 1,369.83	39%	MXN 835.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	840041114492	2045140.473.L	B017KHONWG	EvoShield 2045140.473.L Protective Speed Stripe Batting Gloves, Navy/White, Large	MXN 1,369.83	39%	MXN 835.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	840041114508	2045140.473.XL	B017KHONXU	EvoShield 2045140.473.XL Protective Speed Stripe Batting Gloves, Navy/White, X-Large	MXN 1,369.83	39%	MXN 835.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	840041109931	2044410.400.SR	B017KHQ69Y	EvoShield 2044410.400.SR Triple Density Core Batters Helmet, Navy, Adult	MXN 1,065.52	25%	MXN 799.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	840041112085	1024280.760.MDLG	B017KHQEXM	EvoShield 1024280.760.MDLG Active DNA Arm Sleeve, Black/Yellow, Medium/Large	MXN 654.31	39%	MXN 399.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	096077423453	E-VS35-14-45	B018MGI58C	Egret Bait Señuelos Vudu Shrimp, color Plata Clara, 3.25"	MXN 227.15	30%	MXN 159.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	849817046203	MBGSGN-R-XL	B01GUABYFI	Marucci MBGSGN-R-XL Baseball Batting Gloves, Adult Signature, Red, X-Large	MXN 1,027.00	15%	MXN 872.95	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	849817046302	MBGSGN-RB-XL	B01GUAC2WW	Marucci MBGSGN-RB-XL Baseball Batting Gloves, Adult Signature, Royal Blue, X-Large	MXN 1,027.00	15%	MXN 872.95	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	849817046494	MBGQST-R-M	B01GUACEDE	Marucci MBGQST-R-M Baseball Batting Gloves, Adult Quest, Red, Medium	MXN 724.94	15%	MXN 616.20	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	849817046418	MBGQST-XL	B01GUACNF8	Marucci MBGQST-XL Baseball Batting Gloves, Adult Quest, Navy Blue, X-Large	MXN 724.94	15%	MXN 616.20	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	849817046159	MBGSGN-BK-XL	B01GUACR2M	Marucci MBGSGN-BK-XL Baseball Batting Gloves, Adult Signature, Black, X-Large	MXN 1,027.00	15%	MXN 872.95	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961068751	330362.9191.06.M	B01HQHXW9K	Mizuno Men's Pro Batting Gloves, Medium, Grey	MXN 1,525.00	20%	MXN 1,219.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961068713	330362.0000.10.L	B01HQHXYCA	Mizuno Men's Pro Batting Gloves, Large, White	MXN 1,525.00	20%	MXN 1,219.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961069628	330365.0050.10.L	B01HQP204K	Mizuno Nighthawk Fastpitch Batting Gloves, Large, White/Blue	MXN 1,162.93	20%	MXN 929.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961044090	312421.RG90.11.1150	B01HT1A656	Mizuno Glove MVP Prime Future Baseball, Black, 11 1/2	MXN 3,283.62	20%	MXN 2,629.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961043994	312417.RG90.12.1175	B01HTURILC	Mizuno Glove MVP Prime Baseball, 11.75"	MXN 3,283.62	20%	MXN 2,629.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961059155	312409.R910.11.1150	B01HTWO3FE	Mizuno Glove MVP Prime Special Edition Baseball, Smoke-Red, 11.5"	MXN 4,343.97	20%	MXN 3,475.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961070983	312411.R910.13.1200	B01HTWOQ2O	Mizuno Glove MVP Prime Special Edition Baseball, Worn on Left Hand, Smoke/Red, 12"	MXN 4,343.97	20%	MXN 3,475.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961059131	312409.R510.11.1150	B01HTWORCI	Mizuno Glove MVP Prime Special Edition Baseball, Navy-Red, 11.5"	MXN 4,343.97	20%	MXN 3,475.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961044168	312424.F887.09.1100	B01IW4R8MS	Mizuno Glove Franchise Baseball, Worn on Right Hand, 11"	MXN 2,323.28	20%	MXN 1,859.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961064906	350599.1212.04.S	B01IWCEMOW	Mizuno 350599.1212.04 Comp Short Sleeve Batting Jacket, Cardinal, Small	MXN 809.48	20%	MXN 649.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961069277	330364.0000.13.XL	B01J22RF1S	Mizuno Jóvenes Covert Guantes de bateo, X-Large, Color Blanco	MXN 857.76	19%	MXN 699.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961069550	330364.9090.13.XL	B01JFZTUII	Mizuno Jóvenes Covert Guantes de bateo, X-Large, Color Negro	MXN 857.76	19%	MXN 699.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961061318	312436.F100.11.1150	B01JINWJQM	Mizuno Glove Prospect Baseball, Worn on Right Hand, Red/Cream, 11.5"	MXN 1,318.10	20%	MXN 1,049.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961060885	320544.9000.13.1000	B01JPIF6RO	Mizuno Spike de Correr Para Hombre Mizuno Synchro Mx, Blanco/Negro	MXN 2,583.32	15%	MXN 2,189.25	7	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961073854	320545.9000.15.1100	B01KVWJZ6Q	Mizuno Synchro MX - Zapatillas de Softball para Mujer, Negro/Blanco, 11 Wide	MXN 2,583.32	21%	MXN 2,031.36	7	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961060519	320544.5100.08.0750	B01KVY0OBY	Mizuno Synchro MX - Zapatillas de béisbol para Hombre, Azul Marino y Blanco, 7.5 M US	MXN 2,583.32	22%	MXN 2,008.05	7	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	849817038628	MFGGXM1125SP-RH	B01M1MO4BN	Marucci MFGGXM1125SP-RH Baseball Gloves, Single Post Web Geaux Mesh Series, Right Hand Throw, 11.25"	MXN 2,658.12	15%	MXN 2,259.40	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961146893	320551.5200.08.0750	B071ZZDDLG	Mizuno Spike Advanced 9 Cleat Béisbol Moldeado, Medio, Blanco	MXN 1,291.66	15%	MXN 1,094.63	7	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	849817049952	MBGSGNP-BK/GD-AXL	B072P6V29V	Marucci MBGSGNP-BK/GD-AXL Batting Gloves, Pittards Signature, X-Large	MXN 1,268.65	15%	MXN 1,078.35	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961165337	350628.5151.08.XXL	B074BZF38K	Mizuno Fastpitch Softball pantalones de longitud completa de la mujer de adulto con dobladillo abierto parte inferior, color azul marino, talla XXL	MXN 865.41	0%	MXN 865.41	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961160448	350623.1010.08.XXL	B074BZSQ3B	Mizuno Hombres Adultos de entrenamiento Athletic pantalones cortos, talla XXL), color rojo	MXN 565.00	0%	MXN 565.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961161261	350657.9191.04.S	B074C1YQZ5	Mizuno Jóvenes Kids MVP Pull Up Juego de béisbol pantalones, Gris, Small	MXN 339.00	0%	MXN 339.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961158414	330384.5151.03.S	B074G4F4Q3	Mizuno Guante de Bateo de Béisbol MVP, Color Azul, S	MXN 559.48	25%	MXN 419.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961158353	330384.0000.15.XXL	B074G4L3HR	Mizuno Guante de Bateo de Béisbol para Adultos, Color Blanco, XXL	MXN 559.48	25%	MXN 419.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	849817057568	MBGSGNP-W/SIL-AS	B074JK63XC	Marucci Pittards Signature - Guantes De Bateo De Béisbol para Hombre, Blanco (Blanco / Plateado), Small	MXN 1,268.65	15%	MXN 1,078.35	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	849817057971	MFGFP1275H-BK/GY-LH	B07534H7MP	Marucci MFGFP1275H-BK/GY-LH Softball Fielding Gloves, FP225 Series, Black/Grey, 12.75"	MXN 4,304.34	15%	MXN 3,658.69	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	849817057674	MBGF5-W/NB-AXL	B075S4NCP5	Marucci MBGF5-W/NB-AXL Batting Gloves F5, X-Large	MXN 563.84	15%	MXN 479.27	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	849817064221	MATPFMVY-R-YL	B0762YCBZW	Marucci Matpfmvy-R-Yl Equipo De Rendimiento Juvenil Camiseta Con Cuello En V Rojo Yl	MXN 509.00	0%	MXN 509.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	849817063330	MATPFM-CB-AXL	B0762YV387	Marucci MATPFM-CB-AXL Playera Equipo de Desempeño Adulto tee, Columbia, Extra Grande	MXN 609.00	0%	MXN 609.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	849817043530	MATPFMBB-BK-YL	B0767P5Y55	Marucci MATPFMBB-BK-YL Juego de Béisbol tee, Negro, Grande	MXN 689.00	0%	MXN 689.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	849817051696	MATPFMUSA-R-AM	B077H5FPDS	Marucci MATPFMUSA-R-AM Playera Adulto Usa America Tee, Rojo, Mediano	MXN 689.00	0%	MXN 689.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961244032	330397.2000.03.S	B07DK5FD72	Mizuno B-303 Youth Baseball Batting Glove, Orange-White, Small	MXN 613.95	0%	MXN 613.95	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961262951	330391.0010.10.L	B07DK6V11T	Mizuno Guante de Bateo de Softball Femenino F257, Blanco Rojo, L	MXN 900.00	0%	MXN 900.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961229657	312639.R883.21.1400	B07DLRHD1J	Mizuno GFN1400S3 Franchise Series Slowpitch Softball Gloves, 14", Right Hand Throw	MXN 1,769.00	0%	MXN 1,769.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961236419	320561.0090.12.0950-9.5 M US-Multicolor	B07DPHBSRD	Mizuno 320561.0090.12.0950 Zapatillas de béisbol para Hombre, Color Blanco/Negro, 9.5	MXN 2,249.00	0%	MXN 2,249.00	3	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961066665	370230.1010.06.L	B07DTY2FCN	Mizuno 370230.1010.06.L Calcetín de Rendimiento, Rojo, L	MXN 250.02	8%	MXN 229.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961255069	350646.9190.08.XXL	B07DWKFFFW	Mizuno 350646.9190.08.XXL Pantalón Elite Fleece, Negro/Gris, XXL	MXN 1,129.00	0%	MXN 1,129.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961234880	350639.1010.06.L	B07DWLLR4X	Mizuno 350639.1010.06.L Camiseta de Manga Larga con DIamantes, Juveniles, Rojo, L	MXN 533.22	3%	MXN 519.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961234927	350639.1212.06.L	B07DWMR9GK	Mizuno 350639.1212.06.L Camiseta de Manga Larga con DIamantes, Juveniles, Cardenal, L	MXN 530.71	2%	MXN 519.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961234286	350663.9191.07.XL	B07DWSCRVH	Mizuno 350663.9191.07.XL Chaqueta de Bateo para Hombre, Gris, XL	MXN 789.00	0%	MXN 789.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961234804	350637.9191.06.L	B07DWXWWRY	Mizuno 350637.9191.06.L Camiseta de Manga Corta con DIamantes, Juveniles, Gris, L	MXN 405.00	0%	MXN 405.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961234866	350639.1010.04.S	B07DWYBBVK	Mizuno 350639.1010.04.S Camiseta de Manga Larga con DIamantes, Juveniles, Rojo, S	MXN 519.00	0%	MXN 519.00	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	849817087633	MATPFMHO-NB-AS	B07H63FGDJ	Marucci MATPFMHO-NB-AS Camiseta de Desempeño Placa para Adultos, Azul Marino, Chico	MXN 689.00	0%	MXN 689.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	R2 - Cancelled: Invalid product information		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961309038	520003.5050.07.0700	B07L5FRKP6	Mizuno, Zapatillas de Entrenamiento Tc-02, 15", 520003.5050.07.0700	MXN 2,588.25	13%	MXN 2,250.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961324765	320583.1000.21.1400-14 M US-Multicolor	B07P6C38Q3	Mizuno 320583.1000.21.1400 Zapatillas de béisbol para Hombre, Color Rojo/Blanco, 14	MXN 1,919.00	0%	MXN 1,919.00	1	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
16TWUSTR	889961324437	320580.9100.21.1400-14 M US-Multicolor	B07P6C4BW3	Mizuno 320580.9100.21.1400 Zapatillas de béisbol para Unisex Adulto, Color Gris/Blanco, 14	MXN 1,883.89	0%	MXN 1,883.89	4	0	08-Jan-2024	22-Jan-2024	Delivered	08-Jan-2024	CP - Discontinued: Obsolete		CP5UY	MEX2		Confirmed	08-Jan-2024	Prepaid	Bill			133	MXN	6	1	1		0%
