KeyMonth	calendar_date	Country	Key	Local	ownerships	GCS NGK	GCS Counter 	GAP Capacity 20	GAP Capacity 30	Installed Capacity 20	Installed Capacity 30	Category	Classification Number	Screen Cases	Classification	Screens	Counter Participation	NGK Participation	Annual Ranking	Performance	Total GCS	Type of Store	Special Day Hour Order	Daypart Hour Description	Ownerships Order	RankingMonth	Year	Quarter	Month	Day
COLOMBIA-ROO-01/10/2023	19/10/2023 00:00	COLOMBIA	COLOMBIA-ROO	ROO	A	52	14	-68	-128	120	180	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	21,21 %	78,79 %	50	8,67	66	FS	13	20:00 21:00	1	24	2023	Qtr 4	October	1
ECUADOR-AUR-01/10/2023	19/10/2023 00:00	ECUADOR	ECUADOR-AUR	AUR	A	28	16	-52	-92	80	120	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	4	36,36 %	63,64 %	570	7,00	44	FS	12	19:00 20:00	1	50	2023	Qtr 4	October	1
COLOMBIA-C53-01/10/2023	20/10/2023 00:00	COLOMBIA	COLOMBIA-C53	C53	A	20	20	-60	-100	80	120	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	4	50,00 %	50,00 %	50	5,00	40	FS	10	17:00 18:00	1	15	2023	Qtr 4	October	1
COLOMBIA-ELE-01/10/2023	20/10/2023 00:00	COLOMBIA	COLOMBIA-ELE	ELE	A	16	9	-104	-164	120	180	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	6	36,00 %	64,00 %	584	2,67	25	MS	11	18:00 19:00	1	50	2023	Qtr 4	October	1
COLOMBIA-PDR-01/10/2023	20/10/2023 00:00	COLOMBIA	COLOMBIA-PDR	PDR	A	34	15	34	34	0	0	Less than 5 GCs	4	Without Screen with GCs	Locations with Oportunity	0	30,61 %	69,39 %	50	0,00	49	FS	14	21:00 22:00	1	50	2023	Qtr 4	October	1
ECUADOR-6DI-01/10/2023	20/10/2023 00:00	ECUADOR	ECUADOR-6DI	6DI	A	52	26	-28	-68	80	120	Between 10 and 15 GCs	4	with GCs and Screens	Locations with Oportunity	4	33,33 %	66,67 %	50	13,00	78	FS	6	13:00 14:00	1	4	2023	Qtr 4	October	1
ECUADOR-ALB-01/10/2023	20/10/2023 00:00	ECUADOR	ECUADOR-ALB	ALB	A	21	18	-59	-99	80	120	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	4	46,15 %	53,85 %	603	5,25	39	FS	11	18:00 19:00	1	50	2023	Qtr 4	October	1
URUGUAY-18E-01/10/2023	20/10/2023 00:00	URUGUAY	URUGUAY-18E	18E	A	57	17	-63	-123	120	180	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	22,97 %	77,03 %	121	9,50	74	IS	16	15:00 16:00	1	50	2023	Qtr 4	October	1
URUGUAY-PC2-01/10/2023	20/10/2023 00:00	URUGUAY	URUGUAY-PC2	PC2	A	38	14	-42	-82	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	26,92 %	73,08 %	656	9,50	52	FC	15	14:00 15:00	1	50	2023	Qtr 4	October	1
URUGUAY-PRO-01/10/2023	20/10/2023 00:00	URUGUAY	URUGUAY-PRO	PRO	A	44	55	-76	-136	120	180	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	6	55,56 %	44,44 %	225	7,33	99	FS	14	13:00 14:00	1	50	2023	Qtr 4	October	1
COLOMBIA-ATL-01/10/2023	21/10/2023 00:00	COLOMBIA	COLOMBIA-ATL	ATL	A	28	1	-32	-62	60	90	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	3,45 %	96,55 %	338	9,33	29	FS	11	18:00 19:00	1	50	2023	Qtr 4	October	1
COLOMBIA-P93-01/10/2023	21/10/2023 00:00	COLOMBIA	COLOMBIA-P93	P93	A	45	10	-115	-195	160	240	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	8	18,18 %	81,82 %	352	5,63	55	FS	16	23:00 00:00	1	50	2023	Qtr 4	October	1
COLOMBIA-SAL-01/10/2023	21/10/2023 00:00	COLOMBIA	COLOMBIA-SAL	SAL	A	6	11	-14	-24	20	30	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	1	64,71 %	35,29 %	524	6,00	17	FC	11	18:00 19:00	1	50	2023	Qtr 4	October	1
ECUADOR-SUR-01/10/2023	21/10/2023 00:00	ECUADOR	ECUADOR-SUR	SUR	A	27	3	-53	-93	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	10,00 %	90,00 %	539	6,75	30	FS	10	17:00 18:00	1	50	2023	Qtr 4	October	1
PERU-SM1-01/10/2023	21/10/2023 00:00	PERU	PERU-SM1	SM1	A	44	33	4	-16	40	60	Between 20 and 30 GCs	2	with GCs and Screens	Locales falta NGK	2	42,86 %	57,14 %	50	22,00	77	FC	13	20:00 21:00	1	4	2023	Qtr 4	October	1
URUGUAY-PDE-01/10/2023	21/10/2023 00:00	URUGUAY	URUGUAY-PDE	PDE	A	33	23	-167	-267	200	300	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	10	41,07 %	58,93 %	188	3,30	56	FS	23	22:00 23:00	1	50	2023	Qtr 4	October	1
COLOMBIA-ANT-01/10/2023	22/10/2023 00:00	COLOMBIA	COLOMBIA-ANT	ANT	A	22	4	-38	-68	60	90	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	15,38 %	84,62 %	608	7,33	26	MS	5	12:00 13:00	1	50	2023	Qtr 4	October	1
PERU-MDS-01/10/2023	22/10/2023 00:00	PERU	PERU-MDS	MDS	A	40	20	-20	-50	60	90	Between 10 and 15 GCs	4	with GCs and Screens	Locations with Oportunity	3	33,33 %	66,67 %	576	13,33	60	FC	10	17:00 18:00	1	50	2023	Qtr 4	October	1
PERU-MDS-01/10/2023	22/10/2023 00:00	PERU	PERU-MDS	MDS	A	70	26	10	-20	60	90	Between 20 and 30 GCs	1	with GCs and Screens	Locales Alta Performance	3	27,08 %	72,92 %	50	23,33	96	FC	12	19:00 20:00	1	1	2023	Qtr 4	October	1
URUGUAY-ITL-01/10/2023	22/10/2023 00:00	URUGUAY	URUGUAY-ITL	ITL	A	25	22	-55	-95	80	120	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	4	46,81 %	53,19 %	303	6,25	47	FS	19	18:00 19:00	1	50	2023	Qtr 4	October	1
COLOMBIA-CTU-01/10/2023	25/10/2023 00:00	COLOMBIA	COLOMBIA-CTU	CTU	A	53	0	53	53	0	0	Less than 5 GCs	3	Without Screen with GCs	Locations 100% NGK Candidate	0	0,00 %	100,00 %	226	0,00	53	FC	10	17:00 18:00	1	50	2023	Qtr 4	October	1
COLOMBIA-POB-01/10/2023	25/10/2023 00:00	COLOMBIA	COLOMBIA-POB	POB	A	45	8	-35	-75	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	15,09 %	84,91 %	75	11,25	53	FS	11	18:00 19:00	1	50	2023	Qtr 4	October	1
PERU-JP1-01/10/2023	26/10/2023 00:00	PERU	PERU-JP1	JP1	A	40	13	-40	-80	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	24,53 %	75,47 %	294	10,00	53	FS	14	21:00 22:00	1	50	2023	Qtr 4	October	1
URUGUAY-MSC-01/10/2023	27/10/2023 00:00	URUGUAY	URUGUAY-MSC	MSC	A	63	19	-177	-297	240	360	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	12	23,17 %	76,83 %	549	5,25	82	FS	14	13:00 14:00	1	50	2023	Qtr 4	October	1
URUGUAY-PDC-01/10/2023	27/10/2023 00:00	URUGUAY	URUGUAY-PDC	PDC	A	38	23	-82	-142	120	180	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	6	37,70 %	62,30 %	375	6,33	61	FS	14	13:00 14:00	1	50	2023	Qtr 4	October	1
