KeyMonth	calendar_date	Country	Key	Local	ownerships	GCS NGK	GCS Counter 	GAP Capacity 20	GAP Capacity 30	Installed Capacity 20	Installed Capacity 30	Category	Classification Number	Screen Cases	Classification	Screens	Counter Participation	NGK Participation	Annual Ranking	Performance	Total GCS	Type of Store	Special Day Hour Order	Daypart Hour Description	Ownerships Order	RankingMonth	Year	Quarter	Month	Day
URUGUAY-CUS-01/08/2023	3/8/2023 0:00	URUGUAY	URUGUAY-CUS	CUS	A	44	15	-76	-136	120	180	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	25,42 %	74,58 %	348	7,33	59	MS	15	14:00 15:00	1	50	2023	Qtr 3	August	1
URUGUAY-MS2-01/08/2023	3/8/2023 0:00	URUGUAY	URUGUAY-MS2	MS2	A	46	0	-34	-74	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	0,00 %	100,00 %	1362	11,50	46	FC	14	13:00 14:00	1	50	2023	Qtr 3	August	1
COLOMBIA-ENV-01/08/2023	4/8/2023 0:00	COLOMBIA	COLOMBIA-ENV	ENV	A	34	6	-6	-26	40	60	Between 15 and 20 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	2	15,00 %	85,00 %	558	17,00	40	MS	12	19:00 20:00	1	50	2023	Qtr 3	August	1
ECUADOR-SRF-01/08/2023	4/8/2023 0:00	ECUADOR	ECUADOR-SRF	SRF	A	35	15	-45	-85	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	30,00 %	70,00 %	50	8,75	50	FS	13	20:00 21:00	1	3	2023	Qtr 3	August	1
PERU-SM1-01/08/2023	4/8/2023 0:00	PERU	PERU-SM1	SM1	A	39	25	-1	-21	40	60	Between 15 and 20 GCs	4	with GCs and Screens	Locations with Oportunity	2	39,06 %	60,94 %	293	19,50	64	FC	12	19:00 20:00	1	50	2023	Qtr 3	August	1
COLOMBIA-ANT-01/08/2023	5/8/2023 0:00	COLOMBIA	COLOMBIA-ANT	ANT	A	27	1	-33	-63	60	90	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	3,57 %	96,43 %	541	9,00	28	MS	12	19:00 20:00	1	50	2023	Qtr 3	August	1
COLOMBIA-C53-01/08/2023	5/8/2023 0:00	COLOMBIA	COLOMBIA-C53	C53	A	24	2	-56	-96	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	7,69 %	92,31 %	441	6,00	26	FS	16	23:00 00:00	1	50	2023	Qtr 3	August	1
COLOMBIA-ELE-01/08/2023	5/8/2023 0:00	COLOMBIA	COLOMBIA-ELE	ELE	A	19	10	-101	-161	120	180	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	6	34,48 %	65,52 %	476	3,17	29	MS	11	18:00 19:00	1	50	2023	Qtr 3	August	1
ECUADOR-SMR-01/08/2023	5/8/2023 0:00	ECUADOR	ECUADOR-SMR	SMR	A	40	6	-80	-140	120	180	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	13,04 %	86,96 %	383	6,67	46	FS	19	02:00 03:00	1	50	2023	Qtr 3	August	1
URUGUAY-AIC-01/08/2023	5/8/2023 0:00	URUGUAY	URUGUAY-AIC	AIC	A	26	13	-54	-94	80	120	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	4	33,33 %	66,67 %	301	6,50	39	MS	19	18:00 19:00	1	50	2023	Qtr 3	August	1
URUGUAY-CON-01/08/2023	5/8/2023 0:00	URUGUAY	URUGUAY-CON	CON	A	31	16	-49	-89	80	120	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	4	34,04 %	65,96 %	311	7,75	47	FS	13	12:00 13:00	1	50	2023	Qtr 3	August	1
URUGUAY-PRO-01/08/2023	5/8/2023 0:00	URUGUAY	URUGUAY-PRO	PRO	A	53	30	-67	-127	120	180	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	6	36,14 %	63,86 %	420	8,83	83	FS	22	21:00 22:00	1	50	2023	Qtr 3	August	1
URUGUAY-TRC-01/08/2023	5/8/2023 0:00	URUGUAY	URUGUAY-TRC	TRC	A	83	56	-97	-187	180	270	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	9	40,29 %	59,71 %	308	9,22	139	MS	13	12:00 13:00	1	50	2023	Qtr 3	August	1
ECUADOR-SMR-01/08/2023	6/8/2023 0:00	ECUADOR	ECUADOR-SMR	SMR	A	56	8	-64	-124	120	180	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	12,50 %	87,50 %	50	9,33	64	FS	13	20:00 21:00	1	9	2023	Qtr 3	August	1
URUGUAY-CON-01/08/2023	6/8/2023 0:00	URUGUAY	URUGUAY-CON	CON	A	45	22	-35	-75	80	120	Between 10 and 15 GCs	4	with GCs and Screens	Locations with Oportunity	4	32,84 %	67,16 %	50	11,25	67	FS	17	16:00 17:00	1	16	2023	Qtr 3	August	1
URUGUAY-LPS-01/08/2023	6/8/2023 0:00	URUGUAY	URUGUAY-LPS	LPS	A	60	18	0	-30	60	90	Between 15 and 20 GCs	1	with GCs and Screens	Locales Alta Performance	3	23,08 %	76,92 %	50	20,00	78	MS	21	20:00 21:00	1	11	2023	Qtr 3	August	1
COLOMBIA-PLF-01/08/2023	8/8/2023 0:00	COLOMBIA	COLOMBIA-PLF	PLF	A	10	7	-30	-50	40	60	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	2	41,18 %	58,82 %	516	5,00	17	FC	10	17:00 18:00	1	50	2023	Qtr 3	August	1
URUGUAY-18E-01/08/2023	8/8/2023 0:00	URUGUAY	URUGUAY-18E	18E	A	56	30	-64	-124	120	180	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	6	34,88 %	65,12 %	50	9,33	86	IS	14	13:00 14:00	1	10	2023	Qtr 3	August	1
URUGUAY-PAM-01/08/2023	9/8/2023 0:00	URUGUAY	URUGUAY-PAM	PAM	A	47	18	-73	-133	120	180	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	27,69 %	72,31 %	339	7,83	65	IS	15	14:00 15:00	1	50	2023	Qtr 3	August	1
COLOMBIA-SAL-01/08/2023	11/8/2023 0:00	COLOMBIA	COLOMBIA-SAL	SAL	A	7	11	-13	-23	20	30	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	1	61,11 %	38,89 %	415	7,00	18	FC	11	18:00 19:00	1	50	2023	Qtr 3	August	1
URUGUAY-NC2-01/08/2023	11/8/2023 0:00	URUGUAY	URUGUAY-NC2	NC2	A	54	31	-26	-66	80	120	Between 10 and 15 GCs	4	with GCs and Screens	Locations with Oportunity	4	36,47 %	63,53 %	490	13,50	85	MS	22	21:00 22:00	1	50	2023	Qtr 3	August	1
COLOMBIA-JPL-01/08/2023	12/8/2023 0:00	COLOMBIA	COLOMBIA-JPL	JPL	A	21	23	-99	-159	120	180	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	6	52,27 %	47,73 %	161	3,50	44	MS	10	17:00 18:00	1	50	2023	Qtr 3	August	1
COLOMBIA-P93-01/08/2023	12/8/2023 0:00	COLOMBIA	COLOMBIA-P93	P93	A	50	1	-110	-190	160	240	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	8	1,96 %	98,04 %	480	6,25	51	FS	15	22:00 23:00	1	50	2023	Qtr 3	August	1
URUGUAY-GNT-01/08/2023	12/8/2023 0:00	URUGUAY	URUGUAY-GNT	GNT	A	28	0	-52	-92	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	0,00 %	100,00 %	973	7,00	28	MS	20	19:00 20:00	1	50	2023	Qtr 3	August	1
URUGUAY-PDC-01/08/2023	12/8/2023 0:00	URUGUAY	URUGUAY-PDC	PDC	A	37	23	-83	-143	120	180	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	6	38,33 %	61,67 %	403	6,17	60	FS	21	20:00 21:00	1	50	2023	Qtr 3	August	1
ECUADOR-MSO-01/08/2023	13/8/2023 00:00	ECUADOR	ECUADOR-MSO	MSO	A	70	20	-10	-50	80	120	Between 15 and 20 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	22,22 %	77,78 %	302	17,50	90	MS	6	13:00 14:00	1	50	2023	Qtr 3	August	1
PERU-MDS-01/08/2023	13/8/2023 00:00	PERU	PERU-MDS	MDS	A	46	20	-14	-44	60	90	Between 15 and 20 GCs	4	with GCs and Screens	Locations with Oportunity	3	30,30 %	69,70 %	407	15,33	66	FC	14	21:00 22:00	1	50	2023	Qtr 3	August	1
PERU-SJL-01/08/2023	13/8/2023 00:00	PERU	PERU-SJL	SJL	A	71	11	-9	-49	80	120	Between 15 and 20 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	13,41 %	86,59 %	50	17,75	82	IS	11	18:00 19:00	1	13	2023	Qtr 3	August	1
URUGUAY-PC2-01/08/2023	13/8/2023 00:00	URUGUAY	URUGUAY-PC2	PC2	A	41	19	-39	-79	80	120	Between 10 and 15 GCs	4	with GCs and Screens	Locations with Oportunity	4	31,67 %	68,33 %	406	10,25	60	FC	21	20:00 21:00	1	50	2023	Qtr 3	August	1
URUGUAY-PCS-01/08/2023	13/8/2023 00:00	URUGUAY	URUGUAY-PCS	PCS	A	36	26	-44	-84	80	120	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	4	41,94 %	58,06 %	430	9,00	62	FC	22	21:00 22:00	1	50	2023	Qtr 3	August	1
COLOMBIA-SMA-01/08/2023	17/8/2023 00:00	COLOMBIA	COLOMBIA-SMA	SMA	A	41	10	-39	-79	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	19,61 %	80,39 %	218	10,25	51	FS	12	19:00 20:00	1	50	2023	Qtr 3	August	1
COLOMBIA-C43-01/08/2023	18/8/2023 00:00	COLOMBIA	COLOMBIA-C43	C43	A	26	1	-94	-154	120	180	Less than 5 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	3,70 %	96,30 %	574	4,33	27	FS	11	18:00 19:00	1	50	2023	Qtr 3	August	1
COLOMBIA-CTU-01/08/2023	18/8/2023 00:00	COLOMBIA	COLOMBIA-CTU	CTU	A	70	0	70	70	0	0	Less than 5 GCs	3	Without Screen with GCs	Locations 100% NGK Candidate	0	0,00 %	100,00 %	97	0,00	70	FC	10	17:00 18:00	1	50	2023	Qtr 3	August	1
ECUADOR-AUR-01/08/2023	18/8/2023 00:00	ECUADOR	ECUADOR-AUR	AUR	A	53	20	-27	-67	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	27,40 %	72,60 %	50	13,25	73	FS	12	19:00 20:00	1	10	2023	Qtr 3	August	1
URUGUAY-JBO-01/08/2023	18/8/2023 00:00	URUGUAY	URUGUAY-JBO	JBO	A	30	0	-90	-150	120	180	Less than 5 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	0,00 %	100,00 %	2013	5,00	30	FS	13	12:00 13:00	1	50	2023	Qtr 3	August	1
URUGUAY-TRC-01/08/2023	18/8/2023 00:00	URUGUAY	URUGUAY-TRC	TRC	A	107	59	-73	-163	180	270	Between 10 and 15 GCs	4	with GCs and Screens	Locations with Oportunity	9	35,54 %	64,46 %	50	11,89	166	MS	13	12:00 13:00	1	8	2023	Qtr 3	August	1
COLOMBIA-ROO-01/08/2023	19/8/2023 00:00	COLOMBIA	COLOMBIA-ROO	ROO	A	41	5	-79	-139	120	180	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	10,87 %	89,13 %	466	6,83	46	FS	14	21:00 22:00	1	50	2023	Qtr 3	August	1
ECUADOR-ORE-01/08/2023	19/8/2023 00:00	ECUADOR	ECUADOR-ORE	ORE	A	54	11	-66	-126	120	180	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	16,92 %	83,08 %	427	9,00	65	FS	6	13:00 14:00	1	50	2023	Qtr 3	August	1
PERU-JO1-01/08/2023	19/8/2023 00:00	PERU	PERU-JO1	JO1	A	49	27	-131	-221	180	270	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	9	35,53 %	64,47 %	475	5,44	76	MS	8	15:00 16:00	1	50	2023	Qtr 3	August	1
PERU-JP1-01/08/2023	19/8/2023 00:00	PERU	PERU-JP1	JP1	A	44	17	-36	-76	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	27,87 %	72,13 %	117	11,00	61	FS	15	22:00 23:00	1	50	2023	Qtr 3	August	1
COLOMBIA-JPL-01/08/2023	20/8/2023 00:00	COLOMBIA	COLOMBIA-JPL	JPL	A	26	31	-94	-154	120	180	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	6	54,39 %	45,61 %	50	4,33	57	MS	10	17:00 18:00	1	15	2023	Qtr 3	August	1
ECUADOR-AUR-01/08/2023	20/8/2023 00:00	ECUADOR	ECUADOR-AUR	AUR	A	38	13	-42	-82	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	25,49 %	74,51 %	375	9,50	51	FS	5	12:00 13:00	1	50	2023	Qtr 3	August	1
ECUADOR-GYA-01/08/2023	20/8/2023 00:00	ECUADOR	ECUADOR-GYA	GYA	A	33	9	-27	-57	60	90	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	21,43 %	78,57 %	50	11,00	42	MS	15	22:00 23:00	1	14	2023	Qtr 3	August	1
ECUADOR-SRF-01/08/2023	20/8/2023 00:00	ECUADOR	ECUADOR-SRF	SRF	A	16	17	-64	-104	80	120	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	4	51,52 %	48,48 %	361	4,00	33	FS	11	18:00 19:00	1	50	2023	Qtr 3	August	1
ECUADOR-VTC-01/08/2023	20/8/2023 00:00	ECUADOR	ECUADOR-VTC	VTC	A	8	18	-72	-112	80	120	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	4	69,23 %	30,77 %	221	2,00	26	FS	10	17:00 18:00	1	50	2023	Qtr 3	August	1
URUGUAY-18E-01/08/2023	22/8/2023 00:00	URUGUAY	URUGUAY-18E	18E	A	47	23	-73	-133	120	180	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	6	32,86 %	67,14 %	178	7,83	70	IS	13	12:00 13:00	1	50	2023	Qtr 3	August	1
COLOMBIA-125-01/08/2023	23/8/2023 00:00	COLOMBIA	COLOMBIA-125	125	A	35	19	-45	-85	80	120	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	4	35,19 %	64,81 %	400	8,75	54	FS	11	18:00 19:00	1	50	2023	Qtr 3	August	1
ECUADOR-PRE-01/08/2023	23/8/2023 00:00	ECUADOR	ECUADOR-PRE	PRE	A	39	25	-41	-81	80	120	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	4	39,06 %	60,94 %	74	9,75	64	FS	14	21:00 22:00	1	50	2023	Qtr 3	August	1
COLOMBIA-POB-01/08/2023	24/8/2023 00:00	COLOMBIA	COLOMBIA-POB	POB	A	38	5	-42	-82	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	11,63 %	88,37 %	261	9,50	43	FS	13	20:00 21:00	1	50	2023	Qtr 3	August	1
ECUADOR-ALB-01/08/2023	25/8/2023 00:00	ECUADOR	ECUADOR-ALB	ALB	A	35	10	-45	-85	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	22,22 %	77,78 %	325	8,75	45	FS	13	20:00 21:00	1	50	2023	Qtr 3	August	1
ECUADOR-DUR-01/08/2023	25/8/2023 00:00	ECUADOR	ECUADOR-DUR	DUR	A	19	4	-41	-71	60	90	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	17,39 %	82,61 %	528	6,33	23	FS	6	13:00 14:00	1	50	2023	Qtr 3	August	1
URUGUAY-LPS-01/08/2023	25/8/2023 00:00	URUGUAY	URUGUAY-LPS	LPS	A	40	16	-20	-50	60	90	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	28,57 %	71,43 %	397	13,33	56	MS	15	14:00 15:00	1	50	2023	Qtr 3	August	1
URUGUAY-PDE-01/08/2023	25/8/2023 00:00	URUGUAY	URUGUAY-PDE	PDE	A	26	0	-174	-274	200	300	Less than 5 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	10	0,00 %	100,00 %	1182	2,60	26	FS	22	21:00 22:00	1	50	2023	Qtr 3	August	1
URUGUAY-RIV-01/08/2023	25/8/2023 00:00	URUGUAY	URUGUAY-RIV	RIV	A	29	1	-51	-91	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	3,33 %	96,67 %	425	7,25	30	FS	15	14:00 15:00	1	50	2023	Qtr 3	August	1
ECUADOR-SUR-01/08/2023	26/8/2023 00:00	ECUADOR	ECUADOR-SUR	SUR	A	30	2	-50	-90	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	6,25 %	93,75 %	407	7,50	32	FS	14	21:00 22:00	1	50	2023	Qtr 3	August	1
PERU-PUR-01/08/2023	26/8/2023 00:00	PERU	PERU-PUR	PUR	A	37	11	-23	-53	60	90	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	22,92 %	77,08 %	293	12,33	48	FC	12	19:00 20:00	1	50	2023	Qtr 3	August	1
URUGUAY-MSC-01/08/2023	26/8/2023 00:00	URUGUAY	URUGUAY-MSC	MSC	A	67	23	-173	-293	240	360	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	12	25,56 %	74,44 %	379	5,58	90	FS	14	13:00 14:00	1	50	2023	Qtr 3	August	1
ECUADOR-MEC-01/08/2023	27/8/2023 00:00	ECUADOR	ECUADOR-MEC	MEC	A	53	9	13	-7	40	60	Between 20 and 30 GCs	1	with GCs and Screens	Locales Alta Performance	2	14,52 %	85,48 %	557	26,50	62	FC	6	13:00 14:00	1	50	2023	Qtr 3	August	1
ECUADOR-PRE-01/08/2023	29/8/2023 00:00	ECUADOR	ECUADOR-PRE	PRE	A	39	30	-41	-81	80	120	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	4	43,48 %	56,52 %	50	9,75	69	FS	12	19:00 20:00	1	39	2023	Qtr 3	August	1
COLOMBIA-C43-01/09/2023	1/9/2023 0:00	COLOMBIA	COLOMBIA-C43	C43	A	21	12	-99	-159	120	180	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	6	36,36 %	63,64 %	351	3,50	33	FS	12	19:00 20:00	1	50	2023	Qtr 3	September	1
COLOMBIA-ROO-01/09/2023	1/9/2023 0:00	COLOMBIA	COLOMBIA-ROO	ROO	A	40	6	-80	-140	120	180	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	13,04 %	86,96 %	459	6,67	46	FS	11	18:00 19:00	1	50	2023	Qtr 3	September	1
COLOMBIA-SMA-01/09/2023	1/9/2023 0:00	COLOMBIA	COLOMBIA-SMA	SMA	A	32	13	-48	-88	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	28,89 %	71,11 %	329	8,00	45	FS	12	19:00 20:00	1	50	2023	Qtr 3	September	1
ECUADOR-6DI-01/09/2023	1/9/2023 0:00	ECUADOR	ECUADOR-6DI	6DI	A	33	12	-47	-87	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	26,67 %	73,33 %	445	8,25	45	FS	9	16:00 17:00	1	50	2023	Qtr 3	September	1
ECUADOR-PRE-01/09/2023	1/9/2023 0:00	ECUADOR	ECUADOR-PRE	PRE	A	42	15	-38	-78	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	26,32 %	73,68 %	125	10,50	57	FS	15	22:00 23:00	1	50	2023	Qtr 3	September	1
ECUADOR-VTC-01/09/2023	1/9/2023 0:00	ECUADOR	ECUADOR-VTC	VTC	A	9	13	-71	-111	80	120	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	4	59,09 %	40,91 %	354	2,25	22	FS	15	22:00 23:00	1	50	2023	Qtr 3	September	1
PERU-SJL-01/09/2023	1/9/2023 0:00	PERU	PERU-SJL	SJL	A	52	7	-28	-68	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	11,86 %	88,14 %	461	13,00	59	IS	12	19:00 20:00	1	50	2023	Qtr 3	September	1
URUGUAY-CON-01/09/2023	1/9/2023 0:00	URUGUAY	URUGUAY-CON	CON	A	24	13	-56	-96	80	120	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	4	35,14 %	64,86 %	612	6,00	37	FS	20	19:00 20:00	1	50	2023	Qtr 3	September	1
URUGUAY-ITL-01/09/2023	1/9/2023 0:00	URUGUAY	URUGUAY-ITL	ITL	A	27	0	-53	-93	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	0,00 %	100,00 %	1397	6,75	27	FS	22	21:00 22:00	1	50	2023	Qtr 3	September	1
URUGUAY-MSC-01/09/2023	1/9/2023 0:00	URUGUAY	URUGUAY-MSC	MSC	A	50	22	-190	-310	240	360	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	12	30,56 %	69,44 %	823	4,17	72	FS	21	20:00 21:00	1	50	2023	Qtr 3	September	1
URUGUAY-PDE-01/09/2023	1/9/2023 0:00	URUGUAY	URUGUAY-PDE	PDE	A	25	0	-175	-275	200	300	Less than 5 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	10	0,00 %	100,00 %	1247	2,50	25	FS	14	13:00 14:00	1	50	2023	Qtr 3	September	1
COLOMBIA-ANT-01/09/2023	2/9/2023 0:00	COLOMBIA	COLOMBIA-ANT	ANT	A	34	1	-26	-56	60	90	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	2,86 %	97,14 %	339	11,33	35	MS	6	13:00 14:00	1	50	2023	Qtr 3	September	1
COLOMBIA-ATL-01/09/2023	2/9/2023 0:00	COLOMBIA	COLOMBIA-ATL	ATL	A	23	4	-37	-67	60	90	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	14,81 %	85,19 %	464	7,67	27	FS	7	14:00 15:00	1	50	2023	Qtr 3	September	1
COLOMBIA-JPL-01/09/2023	2/9/2023 0:00	COLOMBIA	COLOMBIA-JPL	JPL	A	32	14	-88	-148	120	180	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	6	30,43 %	69,57 %	139	5,33	46	MS	10	17:00 18:00	1	50	2023	Qtr 3	September	1
COLOMBIA-SMA-01/09/2023	2/9/2023 0:00	COLOMBIA	COLOMBIA-SMA	SMA	A	40	26	-40	-80	80	120	Between 5 and 10 GCs	4	with GCs and Screens	Locations with Oportunity	4	39,39 %	60,61 %	50	10,00	66	FS	13	20:00 21:00	1	5	2023	Qtr 3	September	1
ECUADOR-DUR-01/09/2023	2/9/2023 0:00	ECUADOR	ECUADOR-DUR	DUR	A	20	2	-40	-70	60	90	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	9,09 %	90,91 %	590	6,67	22	FS	11	18:00 19:00	1	50	2023	Qtr 3	September	1
PERU-JP1-01/09/2023	2/9/2023 0:00	PERU	PERU-JP1	JP1	A	46	23	-34	-74	80	120	Between 10 and 15 GCs	4	with GCs and Screens	Locations with Oportunity	4	33,33 %	66,67 %	50	11,50	69	FS	7	14:00 15:00	1	13	2023	Qtr 3	September	1
COLOMBIA-VUP-01/09/2023	3/9/2023 0:00	COLOMBIA	COLOMBIA-VUP	VUP	A	53	11	-27	-67	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	17,19 %	82,81 %	76	13,25	64	FS	4	11:00 12:00	1	50	2023	Qtr 3	September	1
PERU-PAC-01/09/2023	3/9/2023 0:00	PERU	PERU-PAC	PAC	A	49	29	-31	-71	80	120	Between 10 and 15 GCs	4	with GCs and Screens	Locations with Oportunity	4	37,18 %	62,82 %	572	12,25	78	IS	12	19:00 20:00	1	50	2023	Qtr 3	September	1
PERU-PUR-01/09/2023	3/9/2023 0:00	PERU	PERU-PUR	PUR	A	31	8	-29	-59	60	90	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	20,51 %	79,49 %	586	10,33	39	FC	6	13:00 14:00	1	50	2023	Qtr 3	September	1
URUGUAY-CUS-01/09/2023	3/9/2023 0:00	URUGUAY	URUGUAY-CUS	CUS	A	35	12	-85	-145	120	180	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	25,53 %	74,47 %	758	5,83	47	MS	19	18:00 19:00	1	50	2023	Qtr 3	September	1
URUGUAY-NC2-01/09/2023	3/9/2023 0:00	URUGUAY	URUGUAY-NC2	NC2	A	56	17	-24	-64	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	23,29 %	76,71 %	838	14,00	73	MS	14	13:00 14:00	1	50	2023	Qtr 3	September	1
URUGUAY-PC2-01/09/2023	3/9/2023 0:00	URUGUAY	URUGUAY-PC2	PC2	A	46	3	-34	-74	80	120	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	6,12 %	93,88 %	744	11,50	49	FC	14	13:00 14:00	1	50	2023	Qtr 3	September	1
URUGUAY-LPS-01/09/2023	5/9/2023 0:00	URUGUAY	URUGUAY-LPS	LPS	A	41	3	-19	-49	60	90	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	6,82 %	93,18 %	702	13,67	44	MS	22	21:00 22:00	1	50	2023	Qtr 3	September	1
PERU-JP1-01/09/2023	6/9/2023 0:00	PERU	PERU-JP1	JP1	A	39	16	-41	-81	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	29,09 %	70,91 %	245	9,75	55	FS	11	18:00 19:00	1	50	2023	Qtr 3	September	1
URUGUAY-18E-01/09/2023	7/9/2023 0:00	URUGUAY	URUGUAY-18E	18E	A	40	17	-80	-140	120	180	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	6	29,82 %	70,18 %	381	6,67	57	IS	12	11:00 12:00	1	50	2023	Qtr 3	September	1
URUGUAY-RIV-01/09/2023	8/9/2023 0:00	URUGUAY	URUGUAY-RIV	RIV	A	21	1	-59	-99	80	120	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	4	4,55 %	95,45 %	750	5,25	22	FS	18	17:00 18:00	1	50	2023	Qtr 3	September	1
COLOMBIA-P93-01/09/2023	9/9/2023 0:00	COLOMBIA	COLOMBIA-P93	P93	A	52	10	-108	-188	160	240	Between 5 and 10 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	8	16,13 %	83,87 %	244	6,50	62	FS	14	21:00 22:00	1	50	2023	Qtr 3	September	1
PERU-MDS-01/09/2023	9/9/2023 0:00	PERU	PERU-MDS	MDS	A	44	14	-16	-46	60	90	Between 10 and 15 GCs	3	with GCs and Screens	Locations 100% NGK Candidate	3	24,14 %	75,86 %	640	14,67	58	FC	13	20:00 21:00	1	50	2023	Qtr 3	September	1
URUGUAY-AIC-01/09/2023	9/9/2023 0:00	URUGUAY	URUGUAY-AIC	AIC	A	12	20	-68	-108	80	120	Less than 5 GCs	4	with GCs and Screens	Locations with Oportunity	4	62,50 %	37,50 %	698	3,00	32	MS	11	10:00 11:00	1	50	2023	Qtr 3	September	1
