Lifecycle Status,Manufacturer,Part Number,Series,Description,Replacement Part Number,Item #,Bin Location,Installed Quantity,Recommended Spares,Storeroom Quantity,PMA Quantity,P2 Quantity,Stash Quantity,Insufficient Spares,Excess Spares,List Price,Installed Total,Recommended Total,Storeroom Total,PMA Total,P2 Total,Stash Total,Insufficient Total,Excess Total
ACTIVE,ROCKWELL,22F-D2P5N103,,POWERFLEX 4M- 0.75 KW (1 HP) AC DRIVE,NOT AVAILABLE,,,4,1,1,0,0,0,0,0, $	585 ," $	2,340 ", $	585 , $	585 , $	-   , $	-   , $	-   , $	-   , $	-   
ACTIVE,ROCKWELL,22-HIM-A3,,POWERFLEX HANDHELD HIM,NOT AVAILABLE,,,2,1,0,0,0,0,1,0, $	293 , $	585 , $	293 , $	-   , $	-   , $	-   , $	-   , $	293 , $	-   
ACTIVE,ROCKWELL,22-HIM-C2S,,POWERFLEX IP66 UL-NEMA TYPE 4X-12 HIM,NOT AVAILABLE,,,2,1,0,0,0,0,1,0, $	498 , $	996 , $	498 , $	-   , $	-   , $	-   , $	-   , $	498 , $	-   
ACTIVE,ROCKWELL,25A-D010N114,,POWERFLEX 523 4KW (5HP) AC DRIVE,NOT AVAILABLE,,,2,1,0,0,0,0,1,0," $	1,368 "," $	2,736 "," $	1,368 ", $	-   , $	-   , $	-   , $	-   ," $	1,368 ", $	-   
ACTIVE,ROCKWELL,25B-D010N104,,POWERFLEX 525 4KW (5HP) AC DRIVE,NOT AVAILABLE,,,1,1,2,1,0,0,0,2," $	1,644 "," $	1,644 "," $	1,644 "," $	3,288 "," $	1,644 ", $	-   , $	-   , $	-   ," $	3,288 "
ACTIVE,ROCKWELL,25B-D4P0N104,,POWERFLEX 525 1.5KW (2HP) AC DRIVE,NOT AVAILABLE,,,3,1,2,0,0,0,0,1," $	1,135 "," $	3,405 "," $	1,135 "," $	2,270 ", $	-   , $	-   , $	-   , $	-   ," $	1,135 "
DISCONTINUED,ROCKWELL,2711C-T3M,,PANELVIEW COMP C300 GRAPHIC TERMINAL,PV800 T4T,,,4,1,0,0,0,0,1,0, $	361 ," $	1,444 ", $	361 , $	-   , $	-   , $	-   , $	-   , $	361 , $	-   
DISCONTINUED,ROCKWELL,2711C-T6T,,PANELVIEW COMP C600 GRAPHIC TERMINAL,2711R-T7T,,,0,0,1,0,0,0,0,1, $	876 , $	-   , $	-   , $	876 , $	-   , $	-   , $	-   , $	-   , $	876 
DISCONTINUED,ROCKWELL,2711P-B10C4A8,,PANELVIEW PLUS TERMINAL,2711P-B10C22A9P,,,13,1,0,0,0,0,1,0," $	10,752 "," $	139,782 "," $	10,752 ", $	-   , $	-   , $	-   , $	-   ," $	10,752 ", $	-   
DISCONTINUED,ROCKWELL,2711P-B10C4D8,,PANELVIEW PLUS TERMINAL,2711P-B10C22D9P,,,0,0,1,0,0,0,0,1," $	10,130 ", $	-   , $	-   ," $	10,130 ", $	-   , $	-   , $	-   , $	-   ," $	10,130 "
DISCONTINUED,ROCKWELL,2711P-B4C20D8,,PANELVIEW PLUS 6 GRAPHIC TERMINAL,NOT AVAILABLE,,,0,0,1,0,0,0,0,1," $	1,994 ", $	-   , $	-   ," $	1,994 ", $	-   , $	-   , $	-   , $	-   ," $	1,994 "
DISCONTINUED,ROCKWELL,2711P-B7C4D8,,PANELVIEW PLUS TERMINAL,2711P-B7C22D9P,,,1,1,0,0,0,0,1,0," $	7,116 "," $	7,116 "," $	7,116 ", $	-   , $	-   , $	-   , $	-   ," $	7,116 ", $	-   
DISCONTINUED,ROCKWELL,2711P-RDT12H,,PANELVIEW PLUS DISPLAY MODULE,NOT AVAILABLE,,,0,0,1,0,0,0,0,1," $	6,322 ", $	-   , $	-   ," $	6,322 ", $	-   , $	-   , $	-   , $	-   ," $	6,322 "
END OF LIFE,ROCKWELL,2711P-RP8DK,,PANELVIEW PLUS 6 700-1500 LOGIC MODULE,PVP 7 STANDARD OR PERFORMANCE,,,0,0,1,0,0,0,0,1," $	3,852 ", $	-   , $	-   ," $	3,852 ", $	-   , $	-   , $	-   , $	-   ," $	3,852 "
ACTIVE,ROCKWELL,2711P-T10C22D9P,,PANELVIEW PLUS 7 GRAPHIC TERMINAL,NOT AVAILABLE,,,1,1,0,0,0,0,1,0," $	5,184 "," $	5,184 "," $	5,184 ", $	-   , $	-   , $	-   , $	-   ," $	5,184 ", $	-   
DISCONTINUED,ROCKWELL,2711P-T10C4A8,,PANELVIEW PLUS TERMINAL,2711P-T10C22A9P,,,4,1,0,0,0,0,1,0," $	10,058 "," $	40,232 "," $	10,058 ", $	-   , $	-   , $	-   , $	-   ," $	10,058 ", $	-   
DISCONTINUED,ROCKWELL,2711P-T10C4D8,,PANELVIEW PLUS TERMINAL,2711P-T10C22D9P,,,14,1,0,0,0,0,1,0," $	8,638 "," $	120,930 "," $	8,638 ", $	-   , $	-   , $	-   , $	-   ," $	8,638 ", $	-   
DISCONTINUED,ROCKWELL,2711P-T12C4D8,,PANELVIEW PLUS TERMINAL,2711P-T12W22D9P,,,8,1,0,0,0,0,1,0," $	10,807 "," $	86,458 "," $	10,807 ", $	-   , $	-   , $	-   , $	-   ," $	10,807 ", $	-   
ACTIVE,ROCKWELL,2711P-T12W22D9P,,PANELVIEW PLUS 7 GRAPHIC TERMINAL,NOT AVAILABLE,,,5,1,0,1,0,0,0,0," $	6,479 "," $	32,394 "," $	6,479 ", $	-   ," $	6,479 ", $	-   , $	-   , $	-   , $	-   
DISCONTINUED,ROCKWELL,2711P-T15C4A8,,PANELVIEW PLUS TERMINAL,2711P-T15C22A9P,,,4,1,0,0,0,0,1,0," $	12,980 "," $	51,919 "," $	12,980 ", $	-   , $	-   , $	-   , $	-   ," $	12,980 ", $	-   
DISCONTINUED,ROCKWELL,2711P-T15C4D8,,PANELVIEW PLUS TERMINAL,2711P-T15C22D9P,,,6,1,0,0,0,0,1,0," $	12,432 "," $	74,589 "," $	12,432 ", $	-   , $	-   , $	-   , $	-   ," $	12,432 ", $	-   
ACTIVE,ROCKWELL,2711P-T4W22D8S,,"PANEL,DISPLAY, MONITOR SIZE 4.3 , 24 VDC",NOT AVAILABLE,,,2,1,0,0,0,0,1,0, $	979 ," $	1,957 ", $	979 , $	-   , $	-   , $	-   , $	-   , $	979 , $	-   
DISCONTINUED,ROCKWELL,2711P-T6C20D8,,PANELVIEW PLUS 6 6 COLOR TOUCH DC,NOT AVAILABLE,,,1,1,1,0,0,0,0,0," $	3,045 "," $	3,045 "," $	3,045 "," $	3,045 ", $	-   , $	-   , $	-   , $	-   , $	-   
DISCONTINUED,ROCKWELL,2711P-T6M20D8,,PANELVIEW PLUS 6 6 GRAYSCALE TOUCH DC,NOT AVAILABLE,,,2,1,0,0,0,0,1,0," $	2,077 "," $	4,154 "," $	2,077 ", $	-   , $	-   , $	-   , $	-   ," $	2,077 ", $	-   
DISCONTINUED,ROCKWELL,2711P-T7C4A8,,PANELVIEW PLUS TERMINAL,2711P-T7C22A9P,,,1,1,0,0,0,0,1,0," $	7,059 "," $	7,059 "," $	7,059 ", $	-   , $	-   , $	-   , $	-   ," $	7,059 ", $	-   
DISCONTINUED,ROCKWELL,2711P-T7C4D8,,PANELVIEW PLUS TERMINAL,2711P-T7C22D9P,,,2,1,0,0,0,0,1,0," $	6,479 "," $	12,958 "," $	6,479 ", $	-   , $	-   , $	-   , $	-   ," $	6,479 ", $	-   
DISCONTINUED,ROCKWELL,6186M-15PT,,"INDUSTRIAL MONITOR, PERFORMANCE",NOT AVAILABLE,,,1,1,0,0,0,0,1,0," $	5,078 "," $	5,078 "," $	5,078 ", $	-   , $	-   , $	-   , $	-   ," $	5,078 ", $	-   
,,,,TOTALS:,,,,3099,259,162,26,0,0,163,92,," $	6,270,781 "," $	1,020,020 "," $	593,905 "," $	66,277 ", $	-   , $	-   ," $	646,227 "," $	286,390 "
